# x, y
-1.00000,-1.86883
-0.98995,0.55835
-0.97990,-2.29967
-0.96985,2.38886
-0.95980,-1.78434
-0.94975,-0.62979
-0.93970,-1.47940
-0.92965,0.56759
-0.91960,1.34979
-0.90955,-1.69658
-0.89950,0.57605
-0.88945,1.12875
-0.87940,0.78140
-0.86935,-0.64175
-0.85930,-1.00594
-0.84925,1.68021
-0.83920,1.72744
-0.82915,1.54670
-0.81910,1.54969
-0.80905,0.80756
-0.79899,1.29163
-0.78894,0.63013
-0.77889,1.68905
-0.76884,0.55351
-0.75879,-0.18718
-0.74874,-0.12118
-0.73869,-1.56678
-0.72864,2.32678
-0.71859,-0.56502
-0.70854,0.24904
-0.69849,4.52445
-0.68844,2.97729
-0.67839,1.09927
-0.66834,2.64126
-0.65829,0.01129
-0.64824,1.90352
-0.63819,2.38441
-0.62814,1.71896
-0.61809,0.56920
-0.60804,2.31046
-0.59799,-0.04741
-0.58794,0.23944
-0.57789,-0.06709
-0.56784,-0.57346
-0.55779,-0.39456
-0.54774,-1.71232
-0.53769,1.42580
-0.52764,2.11635
-0.51759,-0.43228
-0.50754,0.13376
-0.49749,-0.52694
-0.48744,1.70560
-0.47739,-1.08539
-0.46734,2.11316
-0.45729,-0.83864
-0.44724,1.05365
-0.43719,2.38550
-0.42714,-2.05776
-0.41709,0.37926
-0.40704,1.47093
-0.39698,-0.75174
-0.38693,-1.26682
-0.37688,1.31390
-0.36683,-0.69822
-0.35678,-0.08769
-0.34673,-0.29432
-0.33668,-1.10715
-0.32663,-0.65700
-0.31658,-2.75322
-0.30653,1.63739
-0.29648,-0.50867
-0.28643,-1.74450
-0.27638,-0.18356
-0.26633,-2.28963
-0.25628,-2.10319
-0.24623,-0.19531
-0.23618,-2.01444
-0.22613,-3.05903
-0.21608,-2.18483
-0.20603,-2.26767
-0.19598,1.42251
-0.18593,-0.10899
-0.17588,-0.45642
-0.16583,-3.00180
-0.15578,0.29336
-0.14573,-2.70698
-0.13568,-1.82395
-0.12563,-1.31228
-0.11558,2.02544
-0.10553,-2.13836
-0.09548,-0.38976
-0.08543,-2.36975
-0.07538,-2.47164
-0.06533,0.97171
-0.05528,-2.86699
-0.04523,0.79498
-0.03518,-1.23666
-0.02513,-2.55132
-0.01508,-0.51109
-0.00503,-1.14728
0.00503,0.87936
0.01508,-0.59127
0.02513,1.69292
0.03518,1.61549
0.04523,0.22190
0.05528,0.10989
0.06533,0.98820
0.07538,0.53670
0.08543,1.17459
0.09548,1.29134
0.10553,1.99379
0.11558,-1.34181
0.12563,1.78944
0.13568,0.75537
0.14573,-0.13521
0.15578,-0.07090
0.16583,1.07001
0.17588,0.37027
0.18593,-0.29518
0.19598,1.17308
0.20603,2.14002
0.21608,1.79682
0.22613,1.06693
0.23618,1.39492
0.24623,2.25160
0.25628,0.63133
0.26633,2.07758
0.27638,3.43394
0.28643,2.97105
0.29648,0.61416
0.30653,0.15940
0.31658,1.43738
0.32663,1.56121
0.33668,0.45044
0.34673,-1.27719
0.35678,1.81174
0.36683,0.09269
0.37688,-0.48805
0.38693,3.23513
0.39698,0.10314
0.40704,-0.55688
0.41709,-0.95864
0.42714,-0.45723
0.43719,1.51179
0.44724,0.11713
0.45729,-0.65155
0.46734,-0.41357
0.47739,0.89187
0.48744,-1.59427
0.49749,0.75158
0.50754,0.31288
0.51759,2.03060
0.52764,-0.67426
0.53769,-0.64701
0.54774,-0.87852
0.55779,0.21756
0.56784,-0.81060
0.57789,0.18315
0.58794,-4.01290
0.59799,-1.58343
0.60804,0.52232
0.61809,2.30404
0.62814,0.48580
0.63819,-2.22902
0.64824,-0.45647
0.65829,-3.47117
0.66834,-0.02071
0.67839,-0.40217
0.68844,-0.48353
0.69849,-2.32648
0.70854,-0.31522
0.71859,-2.64805
0.72864,-0.77056
0.73869,-1.25529
0.74874,-0.37802
0.75879,-0.85899
0.76884,-2.72077
0.77889,-0.94268
0.78894,1.37226
0.79899,0.14548
0.80905,-1.51620
0.81910,-2.08588
0.82915,-2.27019
0.83920,0.18789
0.84925,-0.55691
0.85930,-2.49598
0.86935,0.90803
0.87940,-1.07803
0.88945,-0.55856
0.89950,-0.14226
0.90955,-0.81501
0.91960,0.12546
0.92965,0.80908
0.93970,-1.30174
0.94975,0.31615
0.95980,0.77255
0.96985,1.29023
0.97990,2.13851
0.98995,1.70081
1.00000,-2.12553
