# x, y
-1.00000,-0.33446
-0.98995,0.89998
-0.97990,0.15785
-0.96985,-0.01023
-0.95980,0.52451
-0.94975,0.18548
-0.93970,0.24617
-0.92965,0.57368
-0.91960,0.39475
-0.90955,0.42402
-0.89950,1.03287
-0.88945,1.32485
-0.87940,0.61777
-0.86935,0.91848
-0.85930,0.31254
-0.84925,0.83897
-0.83920,0.76115
-0.82915,0.58977
-0.81910,1.03240
-0.80905,0.78958
-0.79899,0.66770
-0.78894,1.29918
-0.77889,0.88855
-0.76884,0.80618
-0.75879,1.15918
-0.74874,0.83629
-0.73869,0.51274
-0.72864,0.65279
-0.71859,0.92064
-0.70854,0.81223
-0.69849,0.23120
-0.68844,1.66213
-0.67839,0.75772
-0.66834,1.50363
-0.65829,1.01302
-0.64824,0.30473
-0.63819,1.14330
-0.62814,1.05006
-0.61809,-0.22032
-0.60804,0.47466
-0.59799,0.38591
-0.58794,0.21491
-0.57789,0.42873
-0.56784,0.63524
-0.55779,0.32948
-0.54774,0.67898
-0.53769,0.87805
-0.52764,0.99923
-0.51759,0.13704
-0.50754,-0.23435
-0.49749,0.01787
-0.48744,0.18566
-0.47739,-0.19079
-0.46734,-0.29227
-0.45729,-0.89088
-0.44724,-0.43443
-0.43719,-0.35751
-0.42714,-0.62704
-0.41709,-0.77090
-0.40704,-1.39740
-0.39698,-0.60821
-0.38693,-0.92767
-0.37688,-0.61790
-0.36683,-0.74304
-0.35678,-0.60794
-0.34673,-0.84615
-0.33668,-0.54133
-0.32663,-1.19129
-0.31658,-1.02168
-0.30653,-0.54295
-0.29648,-1.57596
-0.28643,-0.78226
-0.27638,-0.84764
-0.26633,-0.53408
-0.25628,-1.10778
-0.24623,-1.45769
-0.23618,-1.37104
-0.22613,-1.57516
-0.21608,-0.87092
-0.20603,-0.34826
-0.19598,-0.81957
-0.18593,-1.15251
-0.17588,-0.83969
-0.16583,-1.22512
-0.15578,-0.46477
-0.14573,-1.46242
-0.13568,-1.56113
-0.12563,-0.89519
-0.11558,-1.30269
-0.10553,-0.79679
-0.09548,-0.92207
-0.08543,-1.03257
-0.07538,-0.63370
-0.06533,-1.11887
-0.05528,-0.58212
-0.04523,-0.38276
-0.03518,0.06060
-0.02513,-1.05753
-0.01508,-0.19748
-0.00503,0.40773
0.00503,-0.33778
0.01508,-0.20327
0.02513,0.31808
0.03518,0.14709
0.04523,0.33809
0.05528,0.15738
0.06533,1.07400
0.07538,0.13303
0.08543,0.97602
0.09548,0.54616
0.10553,0.10637
0.11558,0.61232
0.12563,0.86401
0.13568,0.13859
0.14573,1.31580
0.15578,1.24640
0.16583,0.49593
0.17588,1.22736
0.18593,0.91531
0.19598,1.61183
0.20603,0.87690
0.21608,0.95313
0.22613,1.43559
0.23618,1.30710
0.24623,0.77478
0.25628,1.20593
0.26633,1.01477
0.27638,0.80256
0.28643,0.65136
0.29648,1.37891
0.30653,1.03042
0.31658,0.33161
0.32663,0.46065
0.33668,0.20997
0.34673,1.66997
0.35678,0.76626
0.36683,0.55374
0.37688,0.90901
0.38693,0.72696
0.39698,0.45384
0.40704,1.11769
0.41709,0.16409
0.42714,1.31000
0.43719,0.42103
0.44724,0.20206
0.45729,0.17787
0.46734,0.18768
0.47739,0.40887
0.48744,-0.39912
0.49749,0.23411
0.50754,0.10500
0.51759,0.13452
0.52764,-0.40494
0.53769,-0.03698
0.54774,-0.23990
0.55779,-0.04591
0.56784,-0.86767
0.57789,-0.61740
0.58794,-1.07138
0.59799,-0.53649
0.60804,-0.89665
0.61809,-0.88661
0.62814,-0.26995
0.63819,-0.77273
0.64824,-0.44562
0.65829,-0.13770
0.66834,-1.32620
0.67839,-1.80035
0.68844,-0.56522
0.69849,-0.71643
0.70854,-0.75600
0.71859,-0.78282
0.72864,-0.95083
0.73869,-1.14171
0.74874,-0.75672
0.75879,-0.61078
0.76884,-2.12578
0.77889,-0.86283
0.78894,-0.46889
0.79899,-1.46256
0.80905,-0.96412
0.81910,-0.59216
0.82915,-1.19597
0.83920,-0.77140
0.84925,-0.99235
0.85930,-0.74794
0.86935,-0.61342
0.87940,-0.44958
0.88945,-0.17485
0.89950,-0.94898
0.90955,-0.62745
0.91960,-0.31539
0.92965,-0.71422
0.93970,-0.48549
0.94975,-0.08874
0.95980,-0.80610
0.96985,-0.02744
0.97990,-0.27042
0.98995,0.01692
1.00000,-0.58523
